Comune di Castelnovo di Sotto;Emilia Romagna;RE;Castelnovo di Sotto;info@pec.comune.castelnovo-di-sotto.re.it
Comune di Castelnovo Ne' Monti;Emilia Romagna;RE;Castelnovo ne' Monti;castelnovonemonti@cert.provincia.re.it
Comune di Castelnuovo Bozzente;Lombardia;CO;Castelnuovo Bozzente;comune.castelnuovobozzente@pec.it
Comune di Castelnuovo della Daunia;Puglia;FG;Castelnuovo della Daunia;comune.castelnuovodelladaunia.fg@halleycert.it
Comune di Castelnuovo Parano;Lazio;FR;Castelnuovo Parano;tributi.castelnuovoparano@anutel.it
Comune di Castelnuovo di Farfa;Lazio;RI;Castelnuovo di Farfa;comune.castelnuovodifarfa@pcert.it
Comune di Castelnuovo del Garda;Veneto;VR;Castelnuovo del Garda;castelnuovodg@legalmail.it
Comune di Castelnuovo (Prov. Trento);Trentino Alto Adige;TN;Castelnuovo;comune@pec.comune.castelnuovo.tn.it
Comune di Castelnuovo Belbo;Piemonte;AT;Castelnuovo Belbo;castelnuovobelbo@professionalpec.it
Comune di Castelnuovo Berardenga;Toscana;SI;Castelnuovo Berardenga;castelnuovo-berardenga@postacert.toscana.it
Comune di Castelnuovo Bocca D'Adda;Lombardia;LO;Castelnuovo Bocca d'Adda;casella@pec.comune.castelnuovoboccadadda.lo.it
Comune di Castelnuovo Bormida;Piemonte;AL;Castelnuovo Bormida;comune.castelnuovobormida@pec.it
Comune di Castelnuovo Calcea;Piemonte;AT;Castelnuovo Calcea;castelnuovo.calcea@cert.ruparpiemonte.it
Comune di Castelnuovo Cilento;Campania;SA;Castelnuovo Cilento;protocollo@pec.comune.castelnuovocilento.sa.it
Comune di Castelnuovo Don Bosco;Piemonte;AT;Castelnuovo Don Bosco;protocollo.castelnuovo.don.bosco@cert.ruparpiemonte.it
Comune di Castelnuovo di Conza;Campania;SA;Castelnuovo di Conza;protocollo@pec.castelnuovodiconza.eu
Comune di Castelnuovo di Garfagnana;Toscana;LU;Castelnuovo di Garfagnana;comune.castelnuovodigarfagnana@postacert.toscana.it
Comune di Castelnuovo di Porto;Lazio;RM;Castelnuovo di Porto;protocollo@pec.comune.castelnuovodiporto.rm.it
Comune di Castelnuovo di Porto;Lazio;RM;Castelnuovo di Porto;servizio-finanziario@pec.comune.castelnuovodiporto.rm.it
Comune di Castelnuovo Magra;Liguria;SP;Castelnuovo Magra;protocollo@pec.castelnuovomagra.com
Comune di Castelnuovo Nigra;Piemonte;TO;Castelnuovo Nigra;comune.castelnuovonigra@pec.it
Comune di Castelnuovo Rangone;Emilia Romagna;MO;Castelnuovo Rangone;comune.castelnuovo@cert.unione.terredicastelli.mo.it
Comune di Castelnuovo Scrivia;Piemonte;AL;Castelnuovo Scrivia;protocollo@pec.comune.castelnuovoscrivia.al.it
Comune di Castelnuovo di Val di Cecina;Toscana;PI;Castelnuovo di Val di Cecina;segreteria.castelnuovo@postacert.toscana.it
Comune di Castelpagano;Campania;BN;Castelpagano;protocollo@pec.comune.castelpagano.bn.gov.it
Comune di Castelpetroso;Molise;IS;Castelpetroso;tecnicocastelpetroso@pec.leonet.it
Comune di Castelpetroso;Molise;IS;Castelpetroso;anagrafecastelpetroso@pec.leonet.it
Comune di Castelpetroso;Molise;IS;Castelpetroso;ragioneriacastelpetroso@pec.leonet.it
Comune di Castelpizzuto;Molise;IS;Castelpizzuto;comune.castelpizzuto@pec.it
Comune di Castelplanio;Marche;AN;Castelplanio;comune.castelplanio@emarche.it
Comune di Castelpoto;Campania;BN;Castelpoto;castelpoto@pec.cstsannio.it
Comune di Castelraimondo;Marche;MC;Castelraimondo;comunecastelraimondo@pec.it
Comune di Castel Ritaldi;Umbria;PG;Castel Ritaldi;comune.castelritaldi@postacert.umbria.it
Comune di Castel Rocchero;Piemonte;AT;Castel Rocchero;castel.rocchero@cert.ruparpiemonte.it
Comune di Castelrotto;Trentino Alto Adige;BZ;Castelrotto;kastelruth.castelrotto@legalmail.it
Comune di Castel Rozzone;Lombardia;BG;Castel Rozzone;protocollo@pec.comune.castelrozzone.bg.it
Comune di Castel San Giorgio;Campania;SA;Castel San Giorgio;amministrazione@pec.comune.castelsangiorgio.sa.it
Comune di Castel San Giovanni;Emilia Romagna;PC;Castel San Giovanni;comune.castelsangiovanni@sintranet.legalmail.it
Comune di Castel San Lorenzo;Campania;SA;Castel San Lorenzo;castelsanlorenzo@postecert.it
Comune di Castel San Niccolo';Toscana;AR;Castel San Niccolo';comune.castelsanniccolo@postacert.toscana.it
Comune di Castel San Pietro Terme;Emilia Romagna;BO;Castel San Pietro Terme;comune.castelsanpietro@cert.provincia.bo.it
Comune di Castel San Pietro Romano;Lazio;RM;Castel San Pietro Romano;protocollocspr@pec.cittametropolitanaroma.gov.it
Comune di Castel San Pietro Romano;Lazio;RM;Castel San Pietro Romano;fatturecastelsanpietro@pec.it
Comune di Castelsantangelo Sul Nera;Marche;MC;Castelsantangelo sul Nera;comune.castelsantangelo.mc@legalmail.it
Comune di Castel Sant'Angelo;Lazio;RI;Castel Sant'Angelo;comune.castelsantangelo.ri@legalmail.it
Comune di Castel Sant'Elia;Lazio;VT;Castel Sant'Elia;segreteria@pec.comunecastelsantelia.it
Comune di Castel San Vincenzo;Molise;IS;Castel San Vincenzo;COMUNE.CASTELSANVINCENZO.IS@PEC.ANCITEL.IT
Comune di Castelsaraceno;Basilicata;PZ;Castelsaraceno;protocollo@pec.comune.castelsaraceno.pz.it
Comune di Castelsardo;Sardegna;SS;Castelsardo;protocollo@pec.comune.castelsardo.ss.it
Comune di Castelsardo;Sardegna;SS;Castelsardo;ufficiotecnico@pec.comune.castelsardo.ss.it
Comune di Castelsardo;Sardegna;SS;Castelsardo;serviziofinanziario@pec.comune.castelsardo.ss.it
Comune di Castelsardo;Sardegna;SS;Castelsardo;comandante@pec.comune.castelsardo.ss.it
Comune di Castelseprio;Lombardia;VA;Castelseprio;comune.castelseprio@legalmail.it
Comune di Castelspina;Piemonte;AL;Castelspina;comune.castelspina@pec.it
Comune di Casteltermini;Sicilia;AG;Casteltermini;comunedicasteltermini@pec.it
Comune di Castelvecchio di Rocca Barbena;Liguria;SV;Castelvecchio di Rocca Barbena;castelvecchiorb@pec.uno.it
Comune di Castelvecchio Calvisio;Abruzzo;AQ;Castelvecchio Calvisio;castelvecchiocalvisio@pec.it
Comune di Castelvecchio Subequo;Abruzzo;AQ;Castelvecchio Subequo;castelvecchio.subequo@pec.it
Comune di Castelvenere;Campania;BN;Castelvenere;castelvenere@pec.cstsannio.it
Comune di Verres;Valle D'Aosta;AO;Verre's;protocollo@pec.comune.verres.ao.it
Comune di Castelvetere Sul Calore;Campania;AV;Castelvetere sul Calore;amministrativo.castelveteresc@pec.it
Comune di Castelvetere Sul Calore;Campania;AV;Castelvetere sul Calore;utc.castelveteresc@pec.it
Comune di Castelvetere In Val Fortore;Campania;BN;Castelvetere in Val Fortore;amministrativo.castelvetereinvf@asmepec.it
Comune di Castelvetere In Val Fortore;Campania;BN;Castelvetere in Val Fortore;segretario.castelvetereinvf@asmepec.it
Comune di Castelvetere In Val Fortore;Campania;BN;Castelvetere in Val Fortore;ragioneria.castelvetereinvf@asmepec.it
Comune di Castelvetere In Val Fortore;Campania;BN;Castelvetere in Val Fortore;tecnico.castelvetereinvf@asmepec.it
Comune di Castelvetere In Val Fortore;Campania;BN;Castelvetere in Val Fortore;tributi.castelvetereinvf@asmepec.it
Comune di Caulonia;Calabria;RC;Caulonia;amministrativo.caulonia@asmepec.it
Comune di Caulonia;Calabria;RC;Caulonia;urbanistica.caulonia@asmepec.it
Comune di Caulonia;Calabria;RC;Caulonia;ragioneria.caulonia@asmepec.it
Comune di Caulonia;Calabria;RC;Caulonia;personale.caulonia@asmepec.it
Comune di Caulonia;Calabria;RC;Caulonia;istruzione.caulonia@asmepec.it
Comune di Castelvetrano;Sicilia;TP;Castelvetrano;commissione.straordinaria@pec.comune.castelvetrano.tp.it
Comune di Castelvetrano;Sicilia;TP;Castelvetrano;rgiobbe@pec.comune.castelvetrano.tp.it
Comune di Castelvetrano;Sicilia;TP;Castelvetrano;rditrapani@pec.comune.castelvetrano.tp.it
Comune di Castelvetrano;Sicilia;TP;Castelvetrano;adicomo@pec.comune.castelvetrano.tp.it
Comune di Castelvetro di Modena;Emilia Romagna;MO;Castelvetro di Modena;comune.castelvetro@cert.unione.terredicastelli.mo.it
Comune di Castelvetro Piacentino;Emilia Romagna;PC;Castelvetro Piacentino;comune.castelvetro@sintranet.legalmail.it
Comune di Castelvetro Piacentino;Emilia Romagna;PC;Castelvetro Piacentino;demografici.castelvetro.pc@legalmail.it
Comune di Castel Viscardo;Umbria;TR;Castel Viscardo;comune.castelviscardo@postacert.umbria.it
Comune di Castelvisconti;Lombardia;CR;Castelvisconti;castelvisconti@pec.eleusi.at
Comune di Castel Volturno;Campania;CE;Castel Volturno;cvolturno@pec.comune.castelvolturno.ce.it
Comune di Castenaso;Emilia Romagna;BO;Castenaso;comune.castenaso@cert.provincia.bo.it
Comune di Castenedolo;Lombardia;BS;Castenedolo;protocollo@pec.comune.castenedolo.bs.it
Comune di Chatillon;Valle D'Aosta;AO;Chatillon;protocollo@pec.comune.chatillon.ao.it
Comune di Castiglione Dei Pepoli;Emilia Romagna;BO;Castiglione dei Pepoli;comune.castiglionedeipepoli@cert.provincia.bo.it
Comune di Castiglione di Sicilia;Sicilia;CT;Castiglione di Sicilia;urp.castiglionedisicilia@legalmail.it
Comune di Castiglione Messer Marino;Abruzzo;CH;Castiglione Messer Marino;servizigenerali@comunecastiglionemessermarino.legalmailpa.it
Comune di Castiglione D'Intelvi;Lombardia;CO;Centro Valle Intelvi;comune.castiglionedintelvi@pec.regione.lombardia.it
Comune di Castiglione Olona;Lombardia;VA;Castiglione Olona;protocollo.comune.castiglioneolona@pec.regione.lombardia.it
Comune di Castiglione Cosentino;Calabria;CS;Castiglione Cosentino;castiglionecosentino@postecert.it
Comune di Castiglione Chiavarese;Liguria;GE;Castiglione Chiavarese;castiglione.chiavarese@pec.it
Comune di Castiglione di Garfagnana;Toscana;LU;Castiglione di Garfagnana;comune.castiglionedigarfagnana@postacert.toscana.it
Comune di Castiglione d'Adda;Lombardia;LO;Castiglione d'Adda;castiglionedadda@cert.elaus2002.net
Comune di Castiglione del Genovesi;Campania;SA;Castiglione del Genovesi;protocollocastiglionedelgenovesi@asmepec.it
Comune di Castiglione Torinese;Piemonte;TO;Castiglione Torinese;comune.castiglionetorinese.to@cert.legalmail.it
Comune di Castiglione a Casauria;Abruzzo;PE;Castiglione a Casauria;comunecastiglioneacasauria@legalmail.it
Comune di Castiglione del Lago;Umbria;PG;Castiglione del Lago;comune.castiglionedellago@postacert.umbria.it
Comune di Castiglione della Pescaia;Toscana;GR;Castiglione della Pescaia;comune.castiglione.pescaia@legalmail.it
Comune di Colledara;Abruzzo;TE;Colledara;postacert@pec.comunedicolledara.gov.it
Comune di Colledara;Abruzzo;TE;Colledara;suap@pec.comunedicolledara.gov.it
Comune di Colledara;Abruzzo;TE;Colledara;lavoripubblici@pec.comunedicolledara.gov.it
Comune di Castiglione delle Stiviere;Lombardia;MN;Castiglione delle Stiviere;protocollo@pec.comune.castiglione.mn.it
Comune di Castiglione delle Stiviere;Lombardia;MN;Castiglione delle Stiviere;ragioneria@pec.comune.castiglione.mn.it
Comune di Castiglione D'Orcia;Toscana;SI;Castiglione d'Orcia;comune.castiglionedorcia@postacert.toscana.it
Comune di Castiglione Falletto;Piemonte;CN;Castiglione Falletto;castiglionefalletto@pec.langabarolo.it
Comune di Castiglione in Teverina;Lazio;VT;Castiglione in Teverina;protocollo@pec.comune.castiglioneinteverina.vt.it
Comune di Castiglione Messer Raimondo;Abruzzo;TE;Castiglione Messer Raimondo;postacert@pec.comunedicastiglione.gov.it
Comune di Castiglione Tinella;Piemonte;CN;Castiglione Tinella;castiglionetinella@postemailcertificata.it
Comune di Castiglion Fibocchi;Toscana;AR;Castiglion Fibocchi;c.castiglionfibocchi@postacert.toscana.it
Comune di Castiglion Fiorentino;Toscana;AR;Castiglion Fiorentino;comune.castiglionfiorentino@legalmail.it
Comune di Castignano;Marche;AP;Castignano;comunecastignano.ap@pec.it
Comune di Castilenti;Abruzzo;TE;Castilenti;protocollo@pec.comunedicastilenti.gov.it
Comune di Castino;Piemonte;CN;Castino;castino@cert.ruparpiemonte.it
Comune di Castione della Presolana;Lombardia;BG;Castione della Presolana;comune.castionedellapresolana@cert.legalmail.it
Comune di Castione Andevenno;Lombardia;SO;Castione Andevenno;protocollo.castioneandevenno@cert.provincia.so.it
Comune di Castione Andevenno;Lombardia;SO;Castione Andevenno;suap.castioneandevenno@pec.regione.lombardia.it
Comune di Castions di Strada;Friuli Venezia Giulia;UD;Castions di Strada;comune.castionsdistrada@certgov.fvg.it
Comune di Castiraga Vidardo;Lombardia;LO;Castiraga Vidardo;comune.castiragavidardo@pec.regione.lombardia.it
Comune di Castorano;Marche;AP;Castorano;comunecastorano@pec.it
Comune di Castrezzato;Lombardia;BS;Castrezzato;protocollo@comunecastrezzato.legalmail.it
Comune di Castri di Lecce;Puglia;LE;Castri di Lecce;comunecastridilecce@pec.rupar.puglia.it
Comune di Castrignano de' Greci;Puglia;LE;Castrignano de' Greci;segreteria.castrignano.greci@pec.rupar.puglia.it
Comune di Castrignano de' Greci;Puglia;LE;Castrignano de' Greci;ufficiotecnico.comune.castrignanodeigreci@pec.rupar.puglia.it
Comune di Castrignano Del Capo;Puglia;LE;Castrignano del Capo;protocollo.castrignanodelcapo@pec.rupar.puglia.it
Comune di Castro (BG);Lombardia;BG;Castro;comune.castro@pec.regione.lombardia.it
Comune di Castro Dei Volsci;Lazio;FR;Castro dei Volsci;pec@pec.comune.castrodeivolsci.fr.it
Comune di Castrocaro Terme E Terra del Sole;Emilia Romagna;FC;Castrocaro Terme e Terra del Sole;protocollo@pec.comune.castrocarotermeeterradelsole.fc.it
Comune di Castrocaro Terme E Terra del Sole;Emilia Romagna;FC;Castrocaro Terme e Terra del Sole;demografici@pec.comune.castrocarotermeeterradelsole.fc.it
Comune di Castrocaro Terme E Terra del Sole;Emilia Romagna;FC;Castrocaro Terme e Terra del Sole;suap@pec.comune.castrocarotermeeterradelsole.fc.it
Comune di Castrocielo;Lazio;FR;Castrocielo;comune.castrocielo@legalmail.it
Comune di Castrofilippo;Sicilia;AG;Castrofilippo;protocollo.comune.castrofilippo@pec.it
Comune di Enna;Sicilia;EN;Enna;protocollo@pec.comune.enna.it
Comune di Enna;Sicilia;EN;Enna;direzione.segreteria@pec.comune.enna.it
Comune di Enna;Sicilia;EN;Enna;ufficio.gare@pec.comune.enna.it
Comune di Castronno;Lombardia;VA;Castronno;protocollo.comune.castronno@pec.regione.lombardia.it
Comune di Castronovo di Sicilia;Sicilia;PA;Castronovo di Sicilia;ragioneria@pec.comune.castronovodisicilia.pa.it
Comune di Castronovo di Sicilia;Sicilia;PA;Castronovo di Sicilia;affarigenerali@pec.comune.castronovodisicilia.pa.it
Comune di Castronovo di Sicilia;Sicilia;PA;Castronovo di Sicilia;urbanistica@pec.comune.castronovodisicilia.pa.it
Comune di Castropignano;Molise;CB;Castropignano;comune.castropignano@pec.it
Comune di Castroreale;Sicilia;ME;Castroreale;protocollo.castroreale@pec.it
Comune di Castroregio;Calabria;CS;Castroregio;comune.castroregio.cs@legalmail.it
Comune di Castrovillari;Calabria;CS;Castrovillari;protocollo@pec.comune.castrovillari.cs.it
Comune di Catania;Sicilia;CT;Catania;comune.catania@pec.it
Comune di Catanzaro;Calabria;CZ;Catanzaro;ufficio.protocollo@certificata.comune.catanzaro.it
Comune di Catenanuova;Sicilia;EN;Catenanuova;info@pec.comune.catenanuova.en.it
Comune di Catignano;Abruzzo;PE;Catignano;ragioneria.catignano@registerpec.it
Comune di Cattolica Eraclea;Sicilia;AG;Cattolica Eraclea;protocollo@comunecattolicaeraclea.it
Comune di Cattolica Eraclea;Sicilia;AG;Cattolica Eraclea;anagrafe@comunecattolicaeraclea.it
Comune di Cattolica;Emilia Romagna;RN;Cattolica;protocollo@comunecattolica.legalmailpa.it
Comune di Cautano;Campania;BN;Cautano;pecmail@pec.comune.cautano.benevento.it
Comune di Isola di Fondra;Lombardia;BG;Isola di Fondra;comune.isoladifondra@pec.regione.lombardia.it
Comune di Cava Manara;Lombardia;PV;Cava Manara;protocollo@cert.comune.cavamanara.pv.it
Comune di Cava De Tirreni;Campania;SA;Cava de' Tirreni;amministrazione@pec.comune.cavadetirreni.sa.it
Comune di Cavaglia';Piemonte;BI;Cavaglia';cavaglia@pec.ptbiellese.it
Comune di Cavaglietto;Piemonte;NO;Cavaglietto;cavaglietto@pecbox.net
Comune di Cavaglio d'Agogna;Piemonte;NO;Cavaglio d'Agogna;cavaglio.dagogna@cert.ruparpiemonte.it
Comune di Cavagnolo;Piemonte;TO;Cavagnolo;cavagnolo@cert.ruparpiemonte.it
Comune di Cavaion Veronese;Veneto;VR;Cavaion Veronese;segreteria@pec.comunecavaion.it
Comune di Cavalese;Trentino Alto Adige;TN;Cavalese;comune.cavalese@certificata.com
Comune di Cavallerleone;Piemonte;CN;Cavallerleone;cavallerleone@cert.ruparpiemonte.it
Comune di Cavallermaggiore;Piemonte;CN;Cavallermaggiore;protocollocavallermaggiore@actaliscertymail.it
Comune di Cavallino;Puglia;LE;Cavallino;protocollo.comune.cavallino@pec.rupar.puglia.it
Comune di Cavallino;Puglia;LE;Cavallino;affarigenerali.comune.cavallino@pec.rupar.puglia.it
Comune di Cavallino;Puglia;LE;Cavallino;segretariogenerale.comune.cavallino@pec.rupar.puglia.it
Comune di Cavallirio;Piemonte;NO;Cavallirio;comune.cavallirio@pec.it
Comune di Cavareno;Trentino Alto Adige;TN;Cavareno;comune@pec.comune.cavareno.tn.it
Comune di Cavargna;Lombardia;CO;Cavargna;comune.cavargna@pec.regione.lombardia.it
Comune di Cavaria con Premezzo;Lombardia;VA;Cavaria con Premezzo;cavariaconpremezzo@actaliscertymail.it
Comune di Cavaria con Premezzo;Lombardia;VA;Cavaria con Premezzo;statocivile.comune.cavariaconpremezzo@pec.regione.lombardia.it
Comune di Cavarzere;Veneto;VE;Cavarzere;comune@pec.comune.cavarzere.ve.it
Comune di Cavaso del Tomba;Veneto;TV;Cavaso del Tomba;comune.cavasodeltomba.tv@pecit.it
Comune di Cavasso Nuovo;Friuli Venezia Giulia;PN;Cavasso Nuovo;comune.cavassonuovo@certgov.fvg.it
Comune di Cavatore;Piemonte;AL;Cavatore;comune.cavatore@pec.it
Comune di Jesolo;Veneto;VE;Jesolo;comune.jesolo@legalmail.it
Comune di Cavazzo Carnico;Friuli Venezia Giulia;UD;Cavazzo Carnico;comune.cavazzocarnico@certgov.fvg.it
Comune di Cave;Lazio;RM;Cave;protocollocave@pec.actalis.it
Comune di Cave;Lazio;RM;Cave;anagrafecave@pec.actalis.it
Comune di Cavedine;Trentino Alto Adige;TN;Cavedine;comune@pec.comune.cavedine.tn.it
Comune di Cavenago D'Adda;Lombardia;LO;Cavenago d'Adda;comune.cavenagodadda@pec.regione.lombardia.it
Comune di Cavenago D'Adda;Lombardia;LO;Cavenago d'Adda;cavenagodadda@postemailcertificata.it
Comune di Cavenago di Brianza;Lombardia;MB;Cavenago di Brianza;protocollo@pec.comune.cavenagobrianza.mb.it
Comune di Cavernago;Lombardia;BG;Cavernago;comune.cavernago@pec.regione.lombardia.it
Comune di Cavezzo;Emilia Romagna;MO;Cavezzo;comunecavezzo@cert.comune.cavezzo.mo.it
Comune di Cavizzana;Trentino Alto Adige;TN;Cavizzana;comune@pec.comune.cavizzana.tn.it
Comune di Cavour;Piemonte;TO;Cavour;protocollo@pec.comune.cavour.to.it
Comune di Cavriago;Emilia Romagna;RE;Cavriago;comune.cavriago@legalmail.it
Comune di Cavriana;Lombardia;MN;Cavriana;protocollo@pec.cavriana.gov.it
Comune di Cavriana;Lombardia;MN;Cavriana;comune.cavriana@pec.regione.lombardia.it
Comune di Cavriglia;Toscana;AR;Cavriglia;comune.cavriglia@postacert.toscana.it
Comune di Cazzago San Martino;Lombardia;BS;Cazzago San Martino;protocollo@pec.comune.cazzago.bs.it
Comune di Cazzago Brabbia;Lombardia;VA;Cazzago Brabbia;comune.cazzagobrabbia@legalmail.it
Comune di Cazzano Sant'Andrea;Lombardia;BG;Cazzano Sant'Andrea;comune.cazzanosantandrea@pec.regione.lombardia.it
Comune di Cazzano di Tramigna;Veneto;VR;Cazzano di Tramigna;comune.cazzanoditramigna.vr@pecveneto.it
Comune di Ceccano;Lazio;FR;Ceccano;protocollo.generale@comunececcano.telecompost.it
Comune di Ceccano;Lazio;FR;Ceccano;servizi.demografici@comunececcano.telecompost.it
Comune di Ceccano;Lazio;FR;Ceccano;servizio.finanziario@comunececcano.telecompost.it
Comune di Ceccano;Lazio;FR;Ceccano;servizio.tributi@comunececcano.telecompost.it
Comune di Ceccano;Lazio;FR;Ceccano;ceccano_fatt.elettr@legalmail.it
Comune di Cecima;Lombardia;PV;Cecima;comune.cecima@legalpec.it
Comune di Cecina;Toscana;LI;Cecina;protocollo@cert.comune.cecina.li.it
Comune di Cedegolo;Lombardia;BS;Cedegolo;protocollo@pec.comune.cedegolo.bs.it
Comune di Cedrasco;Lombardia;SO;Cedrasco;protocollo.cedrasco@cert.provincia.so.it
Comune di Cefala' Diana;Sicilia;PA;Cefala' Diana;protocollo@pec.comune.cefaladiana.pa.it
Comune di Cefala' Diana;Sicilia;PA;Cefala' Diana;anagrafe.statocivile@pec.comune.cefaladiana.pa.it
Comune di Cefalu';Sicilia;PA;Cefalu';protocollo@pec.comune.cefalu.pa.it
Comune di Ceggia;Veneto;VE;Ceggia;protocollo.comune.ceggia.ve@pecveneto.it
Comune di Ceglie Messapica;Puglia;BR;Ceglie Messapica;suap.comune.cegliemessapica@pec.rupar.puglia.it
Comune di Ceglie Messapica;Puglia;BR;Ceglie Messapica;area.finanziaria@pec.comune.ceglie-messapica.br.it
Comune di Ceglie Messapica;Puglia;BR;Ceglie Messapica;avvocato@pec.comune.ceglie-messapica.br.it
Comune di Ceglie Messapica;Puglia;BR;Ceglie Messapica;area.tecnica@pec.comune.ceglie-messapica.br.it
Comune di Ceglie Messapica;Puglia;BR;Ceglie Messapica;area.sociale@pec.comune.ceglie-messapica.br.it
Comune di Celano;Abruzzo;AQ;Celano;comune.celano@pec.it
Comune di Celenza sul Trigno;Abruzzo;CH;Celenza sul Trigno;comune@pec.celenzasultrigno.com
Comune di Celenza Valfortore;Puglia;FG;Celenza Valfortore;protocollo@pec.comune.celenzavalfortore.fg.it
Comune di Celico;Calabria;CS;Celico;postmaster@pec.comunedicelico.it
Comune di Celico;Calabria;CS;Celico;sindaco@pec.comunedicelico.it
Comune di Celico;Calabria;CS;Celico;segretariocomunale@pec.comunedicelico.it
Comune di Cella Monte;Piemonte;AL;Cella Monte;cellamonte@pec.comune.cellamonte.al.it
Comune di Cella Dati;Lombardia;CR;Cella Dati;comune.celladati@pec.regione.lombardia.it
Comune di Cellamare;Puglia;BA;Cellamare;segretariogenerale.comune.cellamare.ba@pec.rupar.puglia.it
Comune di Cellara;Calabria;CS;Cellara;comune.cellara@pec.it
Comune di Cellarengo;Piemonte;AT;Cellarengo;cellarengo@cert.ruparpiemonte.it
Comune di Cellatica;Lombardia;BS;Cellatica;protocollo@pec.comune.cellatica.bs.it
Comune di Celle Enomondo;Piemonte;AT;Celle Enomondo;celle.enomondo@cert.ruparpiemonte.it
Comune di Celle di Macra;Piemonte;CN;Celle di Macra;celle.di.macra@cert.ruparpiemonte.it
Comune di Celle di San Vito;Puglia;FG;Celle di San Vito;protocollo@pec.comune.celledisanvito.fg.it
Comune di Celle di San Vito;Puglia;FG;Celle di San Vito;demografico@pec.comune.celledisanvito.fg.it
Comune di Celle di San Vito;Puglia;FG;Celle di San Vito;utc@pec.comune.celledisanvito.fg.it
Comune di Celle Ligure;Liguria;SV;Celle Ligure;comunecelle@postecert.it
Comune di Celle di Bulgheria;Campania;SA;Celle di Bulgheria;protocollo@pec.celledibulgheria.gov.it
Comune di Celleno;Lazio;VT;Celleno;comune.celleno@pec.it
Comune di Cellere;Lazio;VT;Cellere;comunedicellere@postecert.it
Comune di Cellino San Marco;Puglia;BR;Cellino San Marco;ced.comune.cellinosanmarco@pec.rupar.puglia.it
Comune di Cellino San Marco;Puglia;BR;Cellino San Marco;protocollo.comune.cellinosanmarco@pec.rupar.puglia.it
Comune di Cellino San Marco;Puglia;BR;Cellino San Marco;segreteria.comune.cellinosanmarco@pec.rupar.puglia.it
Comune di Cellino San Marco;Puglia;BR;Cellino San Marco;ragioneria.comune.cellinosanmarco@pec.rupar.puglia.it
Comune di Cellino San Marco;Puglia;BR;Cellino San Marco;tributi.comune.cellinosanmarco@pec.rupar.puglia.it
Comune di Cellio;Piemonte;VC;Cellio;cellio@cert.ruparpiemonte.it
Comune di Cenadi;Calabria;CZ;Cenadi;comune.cenadi@asmepec.it
Comune di Cenadi;Calabria;CZ;Cenadi;ragioneria.cenadi@asmepec.it
Comune di Cenadi;Calabria;CZ;Cenadi;sindaco.cenadi@asmepec.it
Comune di Cenadi;Calabria;CZ;Cenadi;demografici.cenadi@asmepec.it
Comune di Cenadi;Calabria;CZ;Cenadi;tecnico.cenadi@asmepec.it
Comune di Cenate Sopra;Lombardia;BG;Cenate Sopra;comunecenatesopra@halleycert.it
Comune di Cenate Sotto;Lombardia;BG;Cenate Sotto;protocollo@pec.comune.cenatesotto.bg.it
Comune di Cencenighe Agordino;Veneto;BL;Cencenighe Agordino;segreteria.comune.cencenighe.bl@pecveneto.it
Comune di Cene;Lombardia;BG;Cene;protocollo.cene@legalmail.it
Comune di Ceneselli;Veneto;RO;Ceneselli;segreteria.comune.ceneselli.ro@pecveneto.it
Comune di Cengio;Liguria;SV;Cengio;protocollo@pec.comune.cengio.sv.it
Comune di Cermes;Trentino Alto Adige;BZ;Cermes;tscherms.cermes@legalmail.it
Comune di Centallo;Piemonte;CN;Centallo;comunecentallo.cn@legalmail.it
Comune di Cento;Emilia Romagna;FE;Cento;comune.cento@cert.comune.cento.fe.it
Comune di Centola;Campania;SA;Centola;centola@pec.comune.centola.sa.it
Comune di Centuripe;Sicilia;EN;Centuripe;comunecenturipe@pec.it
Comune di Centrache;Calabria;CZ;Centrache;demografici.centrache@asmepec.it
Comune di Cepagatti;Abruzzo;PE;Cepagatti;protocolloaffarigenerali@pec.comune.cepagatti.pe.it
Comune di Cepagatti;Abruzzo;PE;Cepagatti;lavoripubblici@pec.comune.cepagatti.pe.it
Comune di Cepagatti;Abruzzo;PE;Cepagatti;tributi@pec.comune.cepagatti.pe.it
Comune di Cepagatti;Abruzzo;PE;Cepagatti;anagrafestatocivile@pec.comune.cepagatti.pe.it
Comune di Cepagatti;Abruzzo;PE;Cepagatti;polizialocale@pec.comune.cepagatti.pe.it
Comune di Ceppaloni;Campania;BN;Ceppaloni;ragioneria.ceppaloni@asmepec.it
Comune di Ceppo Morelli;Piemonte;VB;Ceppo Morelli;comune.ceppomorelli@pec.it
Comune di Ceprano;Lazio;FR;Ceprano;comune.ceprano@pec.leonet.it
Comune di Cerami;Sicilia;EN;Cerami;protocollo.cerami@pec.it
Comune di Cerami;Sicilia;EN;Cerami;ufficiotecnico.cerami@pec.it
Comune di Ceranesi;Liguria;GE;Ceranesi;protocollo.comunediceranesi.ge@legalmail.it
Comune di Cerano D'Intelvi;Lombardia;CO;Cerano d'Intelvi;comune.ceranodintelvi@pec.regione.lombardia.it
Comune di Cerano;Piemonte;NO;Cerano;comune@pec.comune.cerano.no.it
Comune di Ceranova;Lombardia;PV;Ceranova;info@pec.comune.ceranova.pv.it
Comune di Ceraso;Campania;SA;Ceraso;segreteria.ceraso@asmepec.it
